"customerid","country","monetary_value","last_purchase_date","frequency","customer_segment","avg_transaction_value"
"16271","United Kingdom","1429.24","2011-12-07 12:45:00","5","medium value","285.85"
"14035","United Kingdom","1428.02","2011-11-11 10:03:00","5","medium value","285.60"
"15681","United Kingdom","1426.16","2011-11-14 16:30:00","5","medium value","285.23"
"15106","United Kingdom","1422.52","2011-11-22 09:16:00","5","medium value","284.50"
"16463","United Kingdom","1422.40","2011-11-18 14:01:00","4","medium value","355.60"
"16571","United Kingdom","1421.69","2011-11-13 11:46:00","3","medium value","473.90"
"14019","United Kingdom","1421.61","2011-10-24 10:13:00","3","medium value","473.87"
"14901","United Kingdom","1421.29","2011-11-28 17:09:00","9","medium value","157.92"
"14443","United Kingdom","1420.20","2011-10-17 10:10:00","4","medium value","355.05"
"17288","United Kingdom","1419.73","2011-11-30 16:09:00","7","medium value","202.82"
"16173","United Kingdom","1418.32","2011-11-24 10:53:00","6","medium value","236.39"
"15444","United Kingdom","1418.26","2011-11-30 17:37:00","2","medium value","709.13"
"18116","United Kingdom","1418.03","2011-10-03 11:00:00","8","medium value","177.25"
"17856","United Kingdom","1418.03","2011-12-08 09:40:00","4","medium value","354.51"
"14649","United Kingdom","1417.29","2011-12-05 12:30:00","4","medium value","354.32"
"14748","United Kingdom","1415.75","2011-11-10 18:33:00","5","medium value","283.15"
"16012","United Kingdom","1415.29","2011-11-04 13:25:00","3","medium value","471.76"
"16245","United Kingdom","1413.66","2011-11-16 10:14:00","3","medium value","471.22"
"17004","United Kingdom","1412.94","2011-10-24 14:25:00","2","medium value","706.47"
"15237","United Kingdom","1412.32","2011-12-08 09:46:00","4","medium value","353.08"
"15596","United Kingdom","1406.59","2011-08-31 10:55:00","5","medium value","281.32"
"17083","United Kingdom","1405.78","2011-08-22 15:43:00","3","medium value","468.59"
"15563","United Kingdom","1400.44","2011-11-17 14:50:00","4","medium value","350.11"
"14741","United Kingdom","1400.34","2011-11-28 08:48:00","6","medium value","233.39"
"18202","United Kingdom","1396.99","2011-05-24 12:12:00","3","medium value","465.66"
"13995","United Kingdom","1393.69","2011-11-24 14:22:00","5","medium value","278.74"
"17354","United Kingdom","1393.06","2011-10-20 10:34:00","1","medium value","1393.06"
"15810","United Kingdom","1391.98","2011-09-22 09:38:00","4","medium value","348.00"
"15051","United Kingdom","1391.61","2011-11-16 15:38:00","3","medium value","463.87"
"13414","United Kingdom","1390.50","2011-07-29 11:45:00","3","medium value","463.50"
"13516","United Kingdom","1389.41","2011-11-18 13:15:00","3","medium value","463.14"
"15898","United Kingdom","1388.88","2011-12-08 15:23:00","5","medium value","277.78"
"16539","United Kingdom","1388.81","2011-12-07 08:41:00","4","medium value","347.20"
"15453","United Kingdom","1388.37","2011-12-08 10:59:00","7","medium value","198.34"
"15134","United Kingdom","1387.99","2011-11-25 08:55:00","8","medium value","173.50"
"12952","United Kingdom","1387.79","2011-12-04 10:35:00","4","medium value","346.95"
"17676","United Kingdom","1387.68","2011-12-05 15:16:00","6","medium value","231.28"
"12775","Netherlands","1386.04","2011-11-22 16:33:00","5","medium value","277.21"
"13308","United Kingdom","1385.51","2011-11-17 09:31:00","3","medium value","461.84"
"18167","United Kingdom","1384.86","2011-11-16 15:56:00","3","medium value","461.62"
"17311","United Kingdom","1384.85","2011-09-22 14:11:00","2","medium value","692.43"
"13572","United Kingdom","1384.25","2011-05-18 11:59:00","1","medium value","1384.25"
"14507","United Kingdom","1383.18","2011-11-16 12:21:00","6","medium value","230.53"
"14116","United Kingdom","1382.74","2011-11-20 10:29:00","5","medium value","276.55"
"16389","United Kingdom","1382.07","2011-10-17 14:41:00","4","medium value","345.52"
"16726","United Kingdom","1382.02","2011-11-13 14:53:00","5","medium value","276.40"
"17621","United Kingdom","1379.90","2011-11-18 17:11:00","3","medium value","459.97"
"12886","United Kingdom","1378.40","2011-10-03 10:09:00","2","medium value","689.20"
"15569","United Kingdom","1375.71","2011-08-28 10:15:00","5","medium value","275.14"
"16669","United Kingdom","1374.87","2011-11-16 12:26:00","3","medium value","458.29"
"14434","United Kingdom","1372.80","2011-11-18 08:56:00","6","medium value","228.80"
"15095","United Kingdom","1370.60","2011-08-28 12:01:00","4","medium value","342.65"
"13813","Germany","1366.86","2011-10-31 10:38:00","4","medium value","341.72"
"14897","United Kingdom","1366.38","2011-12-02 10:32:00","4","medium value","341.60"
"13396","United Kingdom","1360.99","2011-11-10 16:59:00","2","medium value","680.50"
"14102","United Kingdom","1360.28","2011-12-04 15:38:00","5","medium value","272.06"
"15411","United Kingdom","1358.88","2011-11-13 15:19:00","4","medium value","339.72"
"13232","United Kingdom","1357.60","2011-11-27 10:39:00","7","medium value","193.94"
"17054","United Kingdom","1356.33","2011-11-11 12:56:00","5","medium value","271.27"
"14859","United Kingdom","1353.74","2011-11-27 11:18:00","4","medium value","338.44"
"14064","United Kingdom","1353.74","2011-11-10 13:14:00","5","medium value","270.75"
"15116","United Kingdom","1352.75","2011-11-22 12:25:00","4","medium value","338.19"
"16079","United Kingdom","1352.00","2011-11-23 12:48:00","3","medium value","450.67"
"16493","United Kingdom","1351.63","2011-09-21 11:10:00","4","medium value","337.91"
"12770","Japan","1351.45","2011-05-13 09:33:00","1","medium value","1351.45"
"12646","USA","1346.97","2011-12-05 10:14:00","2","medium value","673.49"
"14154","United Kingdom","1345.62","2011-04-14 16:26:00","2","medium value","672.81"
"15398","United Kingdom","1345.53","2011-11-23 16:47:00","2","medium value","672.77"
"12463","Belgium","1344.78","2011-10-17 13:44:00","4","medium value","336.20"
"17372","United Kingdom","1342.68","2011-10-30 11:37:00","8","medium value","167.84"
"16317","United Kingdom","1341.65","2011-08-12 12:46:00","3","medium value","447.22"
"13743","United Kingdom","1341.60","2011-12-07 10:09:00","7","medium value","191.66"
"18177","United Kingdom","1341.42","2011-11-08 14:44:00","6","medium value","223.57"
"16045","United Kingdom","1340.70","2011-08-12 12:41:00","4","medium value","335.18"
"13501","Switzerland","1340.32","2011-02-24 18:59:00","1","medium value","1340.32"
"15734","United Kingdom","1339.45","2011-08-17 10:50:00","2","medium value","669.73"
"12620","France","1339.41","2011-11-25 10:20:00","3","medium value","446.47"
"15059","United Kingdom","1337.72","2011-10-30 11:35:00","9","medium value","148.64"
"16110","United Kingdom","1337.48","2011-10-25 14:35:00","3","medium value","445.83"
"12919","United Kingdom","1335.19","2011-12-01 13:47:00","6","medium value","222.53"
"15680","United Kingdom","1333.68","2011-11-30 13:46:00","3","medium value","444.56"
"17932","United Kingdom","1331.57","2011-11-10 19:49:00","3","medium value","443.86"
"12676","Sweden","1331.39","2011-11-15 12:25:00","6","medium value","221.90"
"16295","United Kingdom","1328.55","2011-11-30 08:17:00","4","medium value","332.14"
"15146","United Kingdom","1327.16","2011-06-28 12:09:00","2","medium value","663.58"
"17633","United Kingdom","1324.84","2011-11-08 13:25:00","4","medium value","331.21"
"12854","United Kingdom","1324.50","2011-09-22 12:15:00","3","medium value","441.50"
"17095","United Kingdom","1324.16","2011-11-17 12:21:00","3","medium value","441.39"
"16370","United Kingdom","1320.56","2011-09-18 15:55:00","4","medium value","330.14"
"14794","United Kingdom","1319.91","2011-12-07 10:11:00","7","medium value","188.56"
"13168","United Kingdom","1319.19","2011-11-03 12:56:00","4","medium value","329.80"
"16083","United Kingdom","1317.62","2011-08-31 10:47:00","2","medium value","658.81"
"12526","Germany","1316.66","2011-12-09 12:09:00","3","medium value","438.89"
"14921","United Kingdom","1316.07","2011-11-09 13:17:00","2","medium value","658.04"
"12576","Poland","1315.83","2011-11-04 10:11:00","5","medium value","263.17"
"14511","United Kingdom","1314.81","2011-11-28 17:05:00","5","medium value","262.96"
"16464","United Kingdom","1314.68","2011-11-20 12:11:00","3","medium value","438.23"
"14738","United Kingdom","1314.45","2011-10-28 08:56:00","7","medium value","187.78"
"14973","United Kingdom","1314.45","2011-08-24 15:51:00","3","medium value","438.15"
"16040","United Kingdom","1313.55","2011-10-05 13:47:00","3","medium value","437.85"
"12364","Belgium","1313.10","2011-12-02 10:22:00","4","medium value","328.28"
"12516","Germany","1312.06","2011-09-23 09:13:00","2","medium value","656.03"
"14856","United Kingdom","1311.38","2011-11-03 14:53:00","3","medium value","437.13"
"14477","United Kingdom","1309.60","2011-11-20 11:11:00","4","medium value","327.40"
"16120","United Kingdom","1309.14","2011-10-11 14:22:00","4","medium value","327.29"
"14047","United Kingdom","1308.61","2011-12-01 11:43:00","5","medium value","261.72"
"13328","United Kingdom","1308.48","2011-01-27 15:22:00","1","medium value","1308.48"
"14297","United Kingdom","1305.33","2011-11-22 09:06:00","4","medium value","326.33"
"12507","Spain","1304.81","2011-07-28 17:09:00","3","medium value","434.94"
"16744","United Kingdom","1304.76","2011-11-28 13:06:00","7","medium value","186.39"
"17919","United Kingdom","1304.04","2011-09-12 13:41:00","1","medium value","1304.04"
"15813","United Kingdom","1303.91","2011-05-16 08:13:00","2","medium value","651.96"
"14898","United Kingdom","1303.52","2011-11-16 14:54:00","6","medium value","217.25"
"15108","European Community","1300.25","2011-07-21 10:24:00","4","medium value","325.06"
"15494","United Kingdom","1299.23","2011-11-18 14:51:00","2","medium value","649.62"
"12488","France","1298.66","2011-11-30 08:50:00","3","medium value","432.89"
"12372","Denmark","1298.04","2011-09-29 12:12:00","3","medium value","432.68"
"15602","United Kingdom","1297.87","2011-12-01 14:14:00","9","medium value","144.21"
"17961","United Kingdom","1296.44","2011-11-18 16:55:00","39","medium value","33.24"
"16929","United Kingdom","1295.39","2011-12-06 08:37:00","7","medium value","185.06"
"16224","United Kingdom","1295.30","2011-10-13 17:51:00","4","medium value","323.83"
"15621","United Kingdom","1293.03","2011-12-05 14:01:00","4","medium value","323.26"
"16101","United Kingdom","1290.70","2011-09-30 10:18:00","1","medium value","1290.70"
"15171","United Kingdom","1289.50","2011-01-12 15:36:00","1","medium value","1289.50"
"15136","United Kingdom","1286.70","2011-12-07 12:26:00","4","medium value","321.68"
"16949","United Kingdom","1286.27","2011-12-06 11:07:00","6","medium value","214.38"
"17350","United Kingdom","1286.07","2011-12-01 15:47:00","4","medium value","321.52"
"17802","United Kingdom","1285.04","2011-09-18 14:56:00","3","medium value","428.35"
"16899","United Kingdom","1281.56","2011-12-02 12:03:00","6","medium value","213.59"
"13878","United Kingdom","1281.53","2011-10-16 12:19:00","1","medium value","1281.53"
"13538","United Kingdom","1280.85","2011-10-27 16:34:00","7","medium value","182.98"
"16951","United Kingdom","1277.75","2011-07-28 12:05:00","3","medium value","425.92"
"16692","United Kingdom","1276.00","2011-03-28 14:46:00","2","medium value","638.00"
"17019","United Kingdom","1272.61","2011-11-28 13:06:00","4","medium value","318.15"
"12630","Finland","1270.88","2011-11-30 10:48:00","2","medium value","635.44"
"14669","United Kingdom","1269.99","2011-04-12 11:43:00","3","medium value","423.33"
"13492","Switzerland","1269.84","2011-07-26 14:25:00","3","medium value","423.28"
"13431","United Kingdom","1269.10","2011-10-03 13:49:00","2","medium value","634.55"
"14916","United Kingdom","1268.98","2011-09-30 09:20:00","4","medium value","317.25"
"15199","United Kingdom","1268.70","2011-10-11 15:12:00","4","medium value","317.18"
"16660","United Kingdom","1267.65","2011-11-23 14:53:00","4","medium value","316.91"
"17037","United Kingdom","1267.32","2011-09-13 12:49:00","1","medium value","1267.32"
"17158","United Kingdom","1266.97","2011-11-07 15:15:00","3","medium value","422.32"
"14105","United Kingdom","1266.23","2011-04-14 17:58:00","1","medium value","1266.23"
"13989","United Kingdom","1266.08","2011-10-05 09:47:00","2","medium value","633.04"
"16842","United Kingdom","1264.19","2011-08-31 10:42:00","3","medium value","421.40"
"15497","United Kingdom","1262.20","2011-11-22 11:51:00","2","medium value","631.10"
"15009","United Kingdom","1261.78","2011-11-27 13:35:00","3","medium value","420.59"
"16688","United Kingdom","1260.86","2011-12-08 15:24:00","4","medium value","315.22"
"17388","United Kingdom","1259.56","2011-09-23 10:31:00","4","medium value","314.89"
"17412","United Kingdom","1258.06","2011-12-07 11:36:00","7","medium value","179.72"
"13151","United Kingdom","1257.87","2011-02-17 12:29:00","1","medium value","1257.87"
"14931","Channel Islands","1257.68","2011-12-05 10:19:00","5","medium value","251.54"
"16639","United Kingdom","1257.51","2011-11-08 13:20:00","3","medium value","419.17"
"17481","United Kingdom","1255.59","2011-12-06 12:28:00","4","medium value","313.90"
"13848","United Kingdom","1255.00","2011-09-08 12:58:00","3","medium value","418.33"
"17262","United Kingdom","1253.36","2011-10-18 12:56:00","5","medium value","250.67"
"14698","United Kingdom","1250.76","2011-12-08 12:26:00","5","medium value","250.15"
"14383","United Kingdom","1247.69","2011-11-01 15:53:00","3","medium value","415.90"
"12689","France","1247.61","2011-11-14 08:31:00","2","medium value","623.81"
"13029","United Kingdom","1247.50","2011-11-09 09:13:00","3","medium value","415.83"
"15004","United Kingdom","1246.32","2011-07-15 14:05:00","1","medium value","1246.32"
"12494","France","1246.10","2011-11-24 09:34:00","7","medium value","178.01"
"13860","United Kingdom","1245.90","2011-12-08 12:57:00","5","medium value","249.18"
"14428","United Kingdom","1244.83","2011-12-02 13:17:00","5","medium value","248.97"
"16531","United Kingdom","1244.59","2011-11-17 16:29:00","7","medium value","177.80"
"17584","United Kingdom","1242.30","2011-12-02 17:12:00","2","medium value","621.15"
"17588","United Kingdom","1240.20","2011-08-31 13:37:00","3","medium value","413.40"
"17731","United Kingdom","1240.11","2011-09-21 15:02:00","4","medium value","310.03"
"12985","United Kingdom","1239.38","2011-12-09 10:46:00","2","medium value","619.69"
"13476","United Kingdom","1238.47","2011-06-14 12:00:00","2","medium value","619.24"
"14893","United Kingdom","1237.85","2011-11-30 12:31:00","2","medium value","618.93"
"13931","United Kingdom","1237.53","2011-09-05 10:12:00","2","medium value","618.77"
"15201","United Kingdom","1236.54","2011-09-13 14:53:00","5","medium value","247.31"
"14684","United Kingdom","1236.28","2011-11-14 11:33:00","5","medium value","247.26"
"15376","United Kingdom","1233.36","2011-10-30 15:04:00","3","medium value","411.12"
"15910","United Kingdom","1232.18","2011-12-09 10:51:00","8","medium value","154.02"
"18080","United Kingdom","1231.50","2011-11-21 08:02:00","2","medium value","615.75"
"18171","United Kingdom","1231.31","2011-10-12 09:13:00","5","medium value","246.26"
"14913","United Kingdom","1227.43","2011-11-04 08:29:00","4","medium value","306.86"
"12997","United Kingdom","1226.89","2011-11-17 15:47:00","4","medium value","306.72"
"12412","Denmark","1226.88","2011-09-26 10:16:00","3","medium value","408.96"
"17774","United Kingdom","1225.41","2011-09-04 12:49:00","4","medium value","306.35"
